"Class","Member","Type","Category","Desc"
"Msvm_EthernetPortData","CreationClassName","String","Property","The name of the subclass used in the creationof this port data instance."
"Msvm_EthernetPortData","Description","String","Property","[无描述]"
"Msvm_EthernetPortData","DeviceCreationClassName","String","Property","The CreationClassName of the port, which isMsvm_EthernetSwitchPort."
"Msvm_EthernetPortData","DeviceID","String","Property","The Device ID of the port that scopes thisport data instance."
"Msvm_EthernetPortData","ElementName","String","Property","[无描述]"
"Msvm_EthernetPortData","InstanceID","String","Property","[无描述]"
"Msvm_EthernetPortData","Name","String","Property","A string that uniquely identifies this portdata instance within the scope of theswitch and port."
"Msvm_EthernetPortData","SystemCreationClassName","String","Property","This is the System Creation Class Name, whichis Msvm_VirtualEthernetSwitch"
"Msvm_EthernetPortData","SystemName","String","Property","The name of the virtual switch that scopesthis port data instance."
"Msvm_EthernetSwitchPortOffloadData","Caption","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","CreationClassName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","Description","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","DeviceCreationClassName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","DeviceID","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","ElementName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","InstanceID","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","IovOffloadUsage","UInt32","Property","The current IOV offload usage."
"Msvm_EthernetSwitchPortOffloadData","IovQueuePairUsage","UInt32","Property","Indicates if Iov Vf data path is active."
"Msvm_EthernetSwitchPortOffloadData","IovVfDataPathActive","Boolean","Property","Indicates if Iov Vf data path is active."
"Msvm_EthernetSwitchPortOffloadData","IovVfId","UInt16","Property","The current IOV VF Id that is assigned to the Port.This is valid if IovOffloadUsage is non zero"
"Msvm_EthernetSwitchPortOffloadData","IpsecCurrentOffloadSaCount","UInt32","Property","The current number of SA offload slot in use the port."
"Msvm_EthernetSwitchPortOffloadData","Name","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","SystemCreationClassName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","SystemName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortOffloadData","VmmqEnabled","Boolean","Property","Indicates if VMMQ is active."
"Msvm_EthernetSwitchPortOffloadData","VmmqQueuePairs","UInt32","Property","Indicates how many queues are used for VRSS/VMMQ."
"Msvm_EthernetSwitchPortOffloadData","VMQId","UInt32","Property","The current VMQ Queue Id that is assigned to the Port.This is valid if VMQOffloadUsage is non zero"
"Msvm_EthernetSwitchPortOffloadData","VMQOffloadUsage","UInt32","Property","The current VMQ offload usage."
"Msvm_EthernetSwitchPortOffloadData","VrssEnabled","Boolean","Property","Indicates if vRSS is active."
"Msvm_EthernetSwitchPortOffloadData","VrssExcludePrimaryProcessor","Boolean","Property","Indicates whether the primary VMQ CPU is excluded from the VRSS/VMMQ indirection table."
"Msvm_EthernetSwitchPortOffloadData","VrssIndependentHostSpreading","Boolean","Property","Indicates whether host side VRSS/VMMQ spreading happens, regardless of RSS settings of the virtual NIC."
"Msvm_EthernetSwitchPortOffloadData","VrssMinQueuePairs","UInt32","Property","Indicates minimum number of queues used for VRSS/VMMQ."
"Msvm_EthernetSwitchPortOffloadData","VrssQueueSchedulingMode","UInt32","Property","Indicates how VRSS/VMMQ queues are steered to different host processors."
"Msvm_EthernetSwitchPortOffloadData","VrssVmbusChannelAffinityPolicy","UInt32","Property","Indicates how Vmbus channels are affinitized to host processors."
"Msvm_EthernetSwitchPortBandwidthData","Caption","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","CreationClassName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","CurrentBandwidthReservationPercentage","UInt32","Property","The current percentage of bandwidth reserved for thisport."
"Msvm_EthernetSwitchPortBandwidthData","Description","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","DeviceCreationClassName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","DeviceID","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","ElementName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","InstanceID","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","Name","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","SystemCreationClassName","String","Property","[无描述]"
"Msvm_EthernetSwitchPortBandwidthData","SystemName","String","Property","[无描述]"
"Msvm_KvpExchangeDataItem","Caption","String","Property","[无描述]"
"Msvm_KvpExchangeDataItem","Data","String","Property","[无描述]"
"Msvm_KvpExchangeDataItem","Description","String","Property","[无描述]"
"Msvm_KvpExchangeDataItem","ElementName","String","Property","[无描述]"
"Msvm_KvpExchangeDataItem","InstanceID","String","Property","[无描述]"
"Msvm_KvpExchangeDataItem","Name","String","Property","[无描述]"
"Msvm_KvpExchangeDataItem","Source","UInt16","Property","[无描述]"
"CIM_Capabilities","Caption","String","Property","[无描述]"
"CIM_Capabilities","Description","String","Property","[无描述]"
"CIM_Capabilities","ElementName","String","Property","The user friendly name for this instance of Capabilities. In addition, the user friendly name can be used as a index property for a search of query. (Note: Name does not have to be unique within a namespace.)"
"CIM_Capabilities","InstanceID","String","Property","Within the scope of the instantiating Namespace, InstanceID opaquely and uniquely identifies an instance of this class. In order to ensure uniqueness within the NameSpace, the value of InstanceID SHOULD be constructed using the following 'preferred' algorithm:  <OrgID>:<LocalID>  Where <OrgID> and <LocalID> are separated by a colon ':', and where <OrgID> MUST include a copyrighted, trademarked or otherwise unique name that is owned by the business entity creating/defining the InstanceID, or is a registered ID that is assigned to the business entity by a recognized global authority (This is similar to the <Schema Name>_<Class Name> structure of Schema class names.) In addition, to ensure uniqueness <OrgID> MUST NOT contain a colon (':'). When using this algorithm, the first colon to appear in InstanceID MUST appear between <OrgID> and <LocalID>.  <LocalID> is chosen by the business entity and SHOULD not be re-used to identify different underlying (real-world) elements. If the above 'preferred' algorithm is not used, the defining entity MUST assure that the resultant InstanceID is not re-used across any InstanceIDs produced by this or other providers for this instance's NameSpace.  For DMTF defined instances, the 'preferred' algorithm MUST be used with the <OrgID> set to 'CIM'."
"CIM_ResourcePoolConfigurationCapabilities","AsynchronousMethodsSupported","UInt32","Property","This property reflects the methods of the associated service class that are supported that may return a Job. [枚举值: 2 - CreateResourcePool is supported; 3 - CreateChild ResourcePool is supported; 4 - DeleteResourcePool is supported; 5 - AddResourcesToResourcePool is supported; 6 - RemoveResourcesFromResourcePool is supported; 7 - ChangeParentResourcePool is supported; .. - DMTF Reserved; 32768..65535 - Vendor Reserved]"
"CIM_ResourcePoolConfigurationCapabilities","Caption","String","Property","[无描述]"
"CIM_ResourcePoolConfigurationCapabilities","Description","String","Property","[无描述]"
"CIM_ResourcePoolConfigurationCapabilities","ElementName","String","Property","[无描述]"
"CIM_ResourcePoolConfigurationCapabilities","InstanceID","String","Property","[无描述]"
"CIM_ResourcePoolConfigurationCapabilities","SynchronousMethodsSupported","UInt32","Property","This property reflects the methods of the associated service class that are supported andblock until completed (no Job is returned.) [枚举值: 2 - CreateResourcePool is supported; 3 - CreateChild ResourcePool is supported; 4 - DeleteResourcePool is supported; 5 - AddResourcesToResourcePool is supported; 6 - RemoveResourcesFromResourcePool is supported; 7 - CIM_ChangeParentResourcePool is supported; .. - DMTF Reserved; 32768..65535 - Vendor Reserved]"
"Msvm_ExternalEthernetPortCapabilities","Caption","String","Property","[无描述]"
"Msvm_ExternalEthernetPortCapabilities","Description","String","Property","[无描述]"
"Msvm_ExternalEthernetPortCapabilities","ElementName","String","Property","[无描述]"
"Msvm_ExternalEthernetPortCapabilities","InstanceID","String","Property","[无描述]"
"Msvm_ExternalEthernetPortCapabilities","IOVSupport","Boolean","Property","A boolean value which indicates whether IOV is supported by the network adapter.If the value is TRUE, then IOV is supported by the network adapter and IOVSupportReasons will be empty. Otherwise the IOVSupportReasons property will have the reasons why IOV cannot be supported."
